sentence,label,words
Q：可爱的龙猫软糖。真舍不得入口啊。    A：真可爱。。。,3,Q ： 可爱 的 龙 猫 软糖 。 真 舍不得 入口 啊 。 A ： 真 可爱 。 。 。
Q：可爱的棉花糖，偷吃了一口    A：可爱的。。。,3,Q ： 可爱 的 棉花 糖 ， 偷吃 了 一口 A ： 可爱 的 。 。 。
Q：昆明今晚“月圆花好”，美呆了。！    A：美！！！,3,Q ： 昆明 今晚 “ 月圆花好 ” ， 美呆 了 。 ！ A ： 美 ！ ！ ！
Q：老兄，今天星期五啊。高兴起来！    A：星期五,3,Q ： 老兄 ， 今天 星期五 啊 。 高兴 起来 ！ A ： 星期五
Q：离别，就是一个走，一个留，走的比不上留下的痛苦。    A：痛苦...,4,Q ： 离别 ， 就是 一个 走 ， 一个 留 ， 走 的 比不上 留下 的 痛苦 。 A ： 痛苦 ...
Q：妈蛋！这个家到底谁才是主人啊！我要崩溃了！    A：你到底是谁？？？,0,Q ： 妈蛋 ！ 这个 家 到底 谁 才 是 主人 啊 ！ 我要 崩溃 了 ！ A ： 你 到底 是 谁 ？ ？ ？
Q：门上那货是监考的吗？！有必要这么凶残吗。    A：有这么夸张吗？,1,Q ： 门上 那货 是 监考 的 吗 ？ ！ 有 必要 这么 凶残 吗 。 A ： 有 这么 夸张 吗 ？
Q：梦寐以求的垃圾食品，耶！好吃好吃。    A：超级好吃！！！,3,Q ： 梦寐以求 的 垃圾 食品 ， 耶 ！ 好吃 好吃 。 A ： 超级 好吃 ！ ！ ！
Q：妮玛感冒了，好难受……    A：嗯，感冒了，难受死了,4,Q ： 妮玛 感冒 了 ， 好 难受 … … A ： 嗯 ， 感冒 了 ， 难受 死 了
Q：强迫症患者，伤不起啊伤不起。    A：伤不起啊！！！,4,Q ： 强迫症 患者 ， 伤不起 啊 伤不起 。 A ： 伤不起 啊 ！ ！ ！
Q：惬意的大中午啊，喵。哈。哈。    A：喵~~~~~~~~~,2,Q ： 惬意 的 大 中午 啊 ， 喵 。 哈 。 哈 。 A ： 喵 ~ ~ ~ ~ ~ ~ ~ ~ ~
Q：轻松熊蛋包饭。太萌了！    A：实在是太萌了！,3,Q ： 轻松 熊 蛋包饭 。 太萌 了 ！ A ： 实在 是 太萌 了 ！
Q：让你钓鱼，让你破坏环境，大坏蛋！    A：你个坏蛋！！！,0,Q ： 让 你 钓鱼 ， 让 你 破坏 环境 ， 大坏蛋 ！ A ： 你 个 坏蛋 ！ ！ ！
Q：日本的红桥，如此极致的用色，走在这一定会忘掉很多烦恼。！    A：美到极致了！,3,Q ： 日本 的 红桥 ， 如此 极致 的 用色 ， 走 在 这 一定 会 忘掉 很多 烦恼 。 ！ A ： 美到 极致 了 ！
Q：深夜，是一个人心灵最脆弱的时候，也是想念最疯狂的时候。    A：想念。。。,4,Q ： 深夜 ， 是 一个 人 心灵 最 脆弱 的 时候 ， 也 是 想念 最 疯狂 的 时候 。 A ： 想念 。 。 。
Q：生活就是要这种态度，牙再大，也要笑！哈哈。    A：哈哈，我也要！,2,Q ： 生活 就是 要 这种 态度 ， 牙 再 大 ， 也 要 笑 ！ 哈哈 。 A ： 哈哈 ， 我 也 要 ！
Q：世间最痛苦的莫过于此！    A：痛苦的！！！,4,Q ： 世间 最 痛苦 的 莫过于此 ！ A ： 痛苦 的 ！ ！ ！
Q：世界杯真讨厌，欧冠也好讨厌……点球神马的最讨厌了。    A：讨厌讨厌。。。,1,Q ： 世界杯 真 讨厌 ， 欧冠 也好 讨厌 … … 点球 神马 的 最 讨厌 了 。 A ： 讨厌 讨厌 。 。 。
Q：世上没有绝对幸福的人，只有不肯快乐的心。    A：希望你幸福快乐！！！,3,Q ： 世上 没有 绝对 幸福 的 人 ， 只有 不肯 快乐 的 心 。 A ： 希望 你 幸福快乐 ！ ！ ！
Q：收到了这种语气让人特别想打人的诈骗短信…    A：我想打人。。。,0,Q ： 收到 了 这种 语气 让 人 特别 想 打人 的 诈骗 短信 … A ： 我 想 打人 。 。 。
Q：谁说我胖我跟谁急，我就是有点肿么。    A：谁啊？？？,0,Q ： 谁 说 我 胖 我 跟 谁 急 ， 我 就是 有点 肿 么 。 A ： 谁 啊 ？ ？ ？
Q：睡觉吧，把各种悲伤难过都睡走。晚安。    A：难过...,4,Q ： 睡觉 吧 ， 把 各种 悲伤 难过 都 睡 走 。 晚安 。 A ： 难过 ...
Q：说好了不打脸的，网易太没节操了。    A：太不厚道了。。。,1,Q ： 说好 了 不 打 脸 的 ， 网易 太 没 节操 了 。 A ： 太 不 厚道 了 。 。 。
Q：太有才了，创意大师啊！    A：你太有创意了！,3,Q ： 太有 才 了 ， 创意 大师 啊 ！ A ： 你 太 有 创意 了 ！
Q：天冷了，要是有这么一床被子看书，该是多么惬意啊！    A：好惬意呀！,3,Q ： 天冷 了 ， 要是 有 这么 一床 被子 看书 ， 该是 多么 惬意 啊 ！ A ： 好 惬意 呀 ！
Q：哇呜！还能再有更多惊喜吗？！太开心啦！    A：太开心啦。。。,2,Q ： 哇 呜 ！ 还 能 再有 更 多 惊喜 吗 ？ ！ 太 开心 啦 ！ A ： 太 开心 啦 。 。 。
Q：忘记曾经设置过备注的人伤不起啊。    A：伤不起啊！！！,4,Q ： 忘记 曾经 设置 过 备注 的 人伤 不起 啊 。 A ： 伤不起 啊 ！ ！ ！
Q：为别人承受苦难叫好，真是坏的教育不如没有教育。惭愧至极。    A：惭愧。。。,4,Q ： 为 别人 承受 苦难 叫好 ， 真是 坏 的 教育 不如 没有 教育 。 惭愧 至极 。 A ： 惭愧 。 。 。
Q：为了给孩子们一个完整的家，他们终于宣布订婚了！恭喜！    A：恭喜！！！,2,Q ： 为了 给 孩子 们 一个 完整 的 家 ， 他们 终于 宣布 订婚 了 ！ 恭喜 ！ A ： 恭喜 ！ ！ ！
Q：我猜中了过程却没有猜中结局！好悲催的小白兔啊。    A：悲催。。。,4,Q ： 我 猜中 了 过程 却 没有 猜中 结局 ！ 好悲 催 的 小白兔 啊 。 A ： 悲 催 。 。 。
Q：我的晚餐！口水口水嘻嘻！    A：流口水了吧，哈哈！,2,Q ： 我 的 晚餐 ！ 口水 口水 嘻嘻 ！ A ： 流口水 了 吧 ， 哈哈 ！
Q：我的小伙伴们最近几天总被骂，我很难过。    A：我很难过。,4,Q ： 我 的 小伙伴 们 最近 几天 总 被 骂 ， 我 很 难过 。 A ： 我 很 难过 。
Q：我们那纯真的童年已经回不去了。    A：我们再也回不去了。。。,4,Q ： 我们 那 纯真 的 童年 已经 回不去 了 。 A ： 我们 再也 回不去 了 。 。 。
Q：我能想到最烂漫的事，是和你一起玩躲猫猫。    A：我能想到最浪漫的事就是和你一起慢慢变老,3,Q ： 我能 想到 最 烂漫 的 事 ， 是 和 你 一起 玩 躲猫猫 。 A ： 我能 想到 最 浪漫 的 事 就是 和 你 一起 慢慢 变老
Q：我讨厌那些瘦子说他们自己胖。    A：讨厌！！！~,1,Q ： 我 讨厌 那些 瘦子 说 他们 自己 胖 。 A ： 讨厌 ！ ！ ！ ~
Q：我要的爱，无非就是你一直在。    A：我一直很爱你。。。,3,Q ： 我要 的 爱 ， 无非 就是 你 一直 在 。 A ： 我 一直 很 爱 你 。 。 。
Q：无言结局，有可奈何，曲终人散，谁的过错。    A：曲终人散…散兵游勇,4,Q ： 无言 结局 ， 有 可 奈何 ， 曲终人散 ， 谁 的 过错 。 A ： 曲终人散 … 散兵游勇
Q：心累了，不如出去走走。    A：是啊，心累！,4,Q ： 心累 了 ， 不如 出去 走走 。 A ： 是 啊 ， 心累 ！
Q：训练结束，冬至啦！回家吃老妈给包的饺子去喽?    A：回家啦~~,2,Q ： 训练 结束 ， 冬至 啦 ！ 回家 吃 老妈 给 包 的 饺子 去 喽  ? A ： 回家 啦 ~ ~
Q：阳光太好让人满心欢喜    A：太让人感动了。,3,Q ： 阳光 太好 让 人 满心欢喜 A ： 太 让 人 感动 了 。
Q：夜逛三里屯，各种体验一下下哈哈。    A：哈哈，去体验一下,2,Q ： 夜逛 三里屯 ， 各种 体验 一下下 哈哈 。 A ： 哈哈 ， 去 体验 一下
Q：一个苦力这样被打，有些人不是人。    A：有些人太坏了！,1,Q ： 一个 苦力 这样 被 打 ， 有些 人 不是 人 。 A ： 有些 人 太坏 了 ！
Q：一想到今天其实是周三伪装成的周五。那个心痛啊！    A：心痛！！！,4,Q ： 一 想到 今天 其实 是 周三 伪装成 的 周五 。 那个 心痛 啊 ！ A ： 心痛 ！ ！ ！
Q：一想到明天马上十一了，就忍不住高兴成这个傻样。    A：傻样,3,Q ： 一 想到 明天 马上 十一 了 ， 就 忍不住 高兴 成 这个 傻样 。 A ： 傻样
Q：一阵风吹过，试图带走我眼角的泪！    A：泪。。。,4,Q ： 一阵风 吹过 ， 试图 带走 我 眼角 的 泪 ！ A ： 泪 。 。 。
Q：萤火虫之夏。真的好美！    A：美！！！,3,Q ： 萤火虫 之夏 。 真的 好美 ！ A ： 美 ！ ！ ！
Q：赢了。明天终于回家了，可以吃美味的家乡料理了，呵呵！    A：我终于可以回家了！,2,Q ： 赢 了 。 明天 终于 回家 了 ， 可以 吃 美味 的 家乡 料理 了 ， 呵呵 ！ A ： 我 终于 可以 回家 了 ！
Q：又堵上了。早高峰不堵，现在却堵？！上海真是一座神奇的城市。    A：唉~~~不堵才怪,4,Q ： 又 堵 上 了 。 早 高峰 不堵 ， 现在 却 堵 ？ ！ 上海 真是 一座 神奇 的 城市 。 A ： 唉 ~ ~ ~ 不堵 才 怪
Q：又受伤了！为什么，受伤的总是我？    A：为什么受伤的总是我？,4,Q ： 又 受伤 了 ！ 为什么 ， 受伤 的 总是 我 ？ A ： 为什么 受伤 的 总是 我 ？
Q：这个设计好哦，不是一般地节省空间啊！    A：好哦！！！,3,Q ： 这个 设计 好 哦 ， 不是 一般 地 节省 空间 啊 ！ A ： 好 哦 ！ ！ ！
Q：这是神马坑爹的捐款？    A：坑爹！！！,0,Q ： 这 是 神 马坑 爹 的 捐款 ？ A ： 坑爹 ！ ！ ！
Q：这张照片抓拍得太好了！    A：这张好有爱！！,3,Q ： 这张 照片 抓拍 得 太好了 ！ A ： 这张 好 有 爱 ！ ！
Q：真是丧心病狂，毫无人性。    A：官僚人性泯灭,1,Q ： 真是 丧心病狂 ， 毫无 人性 。 A ： 官僚 人性 泯灭
Q：终于可以坐下来吃顿饭了，幸福。    A：哈哈，可以大吃一顿！,2,Q ： 终于 可以 坐下 来 吃 顿饭 了 ， 幸福 。 A ： 哈哈 ， 可以 大吃一顿 ！
Q：终于亲眼看到了，成都果然可爱    A：我终于看到了！,2,Q ： 终于 亲眼看到 了 ， 成都 果然 可爱 A ： 我 终于 看到 了 ！
Q：周五了，又可以去逛街败家了！有木有这么开心呀？！    A：哈哈，木有了！,2,Q ： 周五 了 ， 又 可以 去 逛街 败家 了 ！ 有木有 这么 开心 呀 ？ ！ A ： 哈哈 ， 木有 了 ！
Q：朱槠基来访，我心情好激动啊！    A：激动啊！！！,2,Q ： 朱槠 基 来访 ， 我 心情 好 激动 啊 ！ A ： 激动 啊 ！ ！ ！
Q：主动久了会很累，在乎久了会崩溃。    A：很久很久了。。,4,Q ： 主动 久 了 会 很 累 ， 在乎 久 了 会 崩溃 。 A ： 很久很久 了 。 。
Q：最近两天好开心好幸福啊！    A：哈哈，好开心啊！,2,Q ： 最近 两天 好开心 好 幸福 啊 ！ A ： 哈哈 ， 好开心 啊 ！
Q：HoHo。入手。值得高兴一整年。    A：哈哈，我也是。,2,Q ： HoHo 。 入手 。 值得 高兴 一 整年 。 A ： 哈哈 ， 我 也 是 。
Q：iOS7，越用越喜欢。挺好的    A：我也喜欢,3,Q ： iOS7 ， 越用 越 喜欢 。 挺 好 的 A ： 我 也 喜欢
Q：傍晚的雪国。日本北国风光，宛如一幅木刻。    A：我也喜欢的,3,Q ： 傍晚 的 雪国 。 日本 北国风光 ， 宛如 一幅 木刻 。 A ： 我 也 喜欢 的
Q：悲哀的不是我们活的都很累，悲哀的是我们以为这就是人生。    A：我也是,4,Q ： 悲哀 的 不是 我们 活 的 都 很 累 ， 悲哀 的 是 我们 以为 这 就是 人生 。 A ： 我 也 是
Q：本来想学一把沧桑，结果令我更忧伤。    A：我也觉得很痛苦。,4,Q ： 本来 想 学 一把 沧桑 ， 结果 令 我 更 忧伤 。 A ： 我 也 觉得 很 痛苦 。
Q：比等待更难受的是，你连自己在等什么都不知道。    A：我也是,4,Q ： 比 等待 更 难受 的 是 ， 你 连 自己 在 等 什么 都 不 知道 。 A ： 我 也 是
Q：春节啦！庆祝一下！热闹热闹！哈哈！    A：哈哈，我也是,2,Q ： 春节 啦 ！ 庆祝 一下 ！ 热闹 热闹 ！ 哈哈 ！ A ： 哈哈 ， 我 也 是
Q：此时此刻真的好无奈。    A：我是无奈的无奈。,4,Q ： 此时此刻 真的 好 无奈 。 A ： 我 是 无奈 的 无奈 。
Q：第一次带宝宝们出去玩，开心极了    A：哈哈，我也是,2,Q ： 第一次 带 宝宝 们 出去玩 ， 开心 极了 A ： 哈哈 ， 我 也 是
Q：刚出生不久的北极熊baby，好小好Q啊＼(*′`)／    A：哈哈，我也喜欢,3,Q ： 刚出生 不久 的 北极熊 baby ， 好小好 Q 啊 ＼ ( * ′ ` ) ／ A ： 哈哈 ， 我 也 喜欢
Q：跟男朋友手牵手逛街好开心！    A：哈哈，我也是,2,Q ： 跟 男朋友 手牵手 逛街 好开心 ！ A ： 哈哈 ， 我 也 是
Q：哈哈少说十年没吃过了    A：哈哈，我也是,2,Q ： 哈哈 少说 十年 没吃过 了 A ： 哈哈 ， 我 也 是
Q：好大一只萌货，瞧那小神态娇媚的。    A：哈哈，我也觉得很美。,3,Q ： 好大 一只 萌货 ， 瞧 那 小 神态 娇媚 的 。 A ： 哈哈 ， 我 也 觉得 很 美 。
Q：好精彩的魔术啊！内牛满面啊。    A：哈哈，我也是,3,Q ： 好 精彩 的 魔术 啊 ！ 内牛 满面 啊 。 A ： 哈哈 ， 我 也 是
Q：好开心啊。这么多钱可以买好多好多好吃的了。    A：哈哈，我也是,2,Q ： 好开心 啊 。 这么 多钱 可以 买 好多好多 好吃 的 了 。 A ： 哈哈 ， 我 也 是
Q：今天在华工看见这个真的笑死我了…O(∩_∩)O好精致的单车锁！    A：我也是。,3,Q ： 今天 在 华工 看见 这个 真的 笑 死 我 了 … O ( ∩ _ ∩ ) O 好 精致 的 单车 锁 ！ A ： 我 也 是 。
Q：今天终于有太阳啦！完美的一天开始了    A：哈哈，我也是,2,Q ： 今天 终于 有 太阳 啦 ！ 完美 的 一天 开始 了 A ： 哈哈 ， 我 也 是
Q：今天总算得到新浪认证了，看到大V，心里很高兴。    A：我也是。,2,Q ： 今天 总算 得到 新浪 认证 了 ， 看到 大 V ， 心里 很 高兴 。 A ： 我 也 是 。
Q：开工吃一块儿大白兔，开心又复古。    A：哈哈，我也是,2,Q ： 开工 吃 一块儿 大白兔 ， 开心 又 复古 。 A ： 哈哈 ， 我 也 是
Q：可爱的棉花糖，偷吃了一口    A：哈哈，我是小盆友,3,Q ： 可爱 的 棉花 糖 ， 偷吃 了 一口 A ： 哈哈 ， 我 是 小盆友
Q：离别，就是一个走，一个留，走的比不上留下的痛苦。    A：我也想哭,4,Q ： 离别 ， 就是 一个 走 ， 一个 留 ， 走 的 比不上 留下 的 痛苦 。 A ： 我 也 想 哭
Q：梦寐以求的垃圾食品，耶！好吃好吃。    A：我也喜欢吃的,3,Q ： 梦寐以求 的 垃圾 食品 ， 耶 ！ 好吃 好吃 。 A ： 我 也 喜欢 吃 的
Q：妮玛感冒了，好难受……    A：我也很难受。,4,Q ： 妮玛 感冒 了 ， 好 难受 … … A ： 我 也 很 难受 。
Q：强迫症患者，伤不起啊伤不起。    A：我是伤不起啊伤不起啊伤不起,4,Q ： 强迫症 患者 ， 伤不起 啊 伤不起 。 A ： 我 是 伤不起 啊 伤不起 啊 伤不起
Q：日本的红桥，如此极致的用色，走在这一定会忘掉很多烦恼。！    A：我也觉得很美。,3,Q ： 日本 的 红桥 ， 如此 极致 的 用色 ， 走 在 这 一定 会 忘掉 很多 烦恼 。 ！ A ： 我 也 觉得 很 美 。
Q：日本的小盆友好有礼貌啊。    A：我喜欢的,3,Q ： 日本 的 小盆 友好 有 礼貌 啊 。 A ： 我 喜欢 的
Q：世间最痛苦的莫过于此！    A：我也是,4,Q ： 世间 最 痛苦 的 莫过于此 ！ A ： 我 也 是
Q：天天收到这些信息真挺烦人的哎。    A：我也很郁闷,1,Q ： 天天 收到 这些 信息 真挺 烦人 的 哎 。 A ： 我 也 很 郁闷
Q：哇呜！还能再有更多惊喜吗？！太开心啦！    A：我也很期待,2,Q ： 哇 呜 ！ 还 能 再有 更 多 惊喜 吗 ？ ！ 太 开心 啦 ！ A ： 我 也 很 期待
Q：王力宏唱歌简直难听死了。    A：我喜欢的,1,Q ： 王力宏 唱歌 简直 难听 死 了 。 A ： 我 喜欢 的
Q：忘记曾经设置过备注的人伤不起啊。    A：我也是,4,Q ： 忘记 曾经 设置 过 备注 的 人伤 不起 啊 。 A ： 我 也 是
Q：我的莫泰，窗台上的花都开了，越住越喜欢！    A：哈哈，我也喜欢,3,Q ： 我 的 莫泰 ， 窗台上 的 花都 开 了 ， 越住 越 喜欢 ！ A ： 哈哈 ， 我 也 喜欢
Q：我的晚餐！口水口水嘻嘻！    A：哈哈，我也是,2,Q ： 我 的 晚餐 ！ 口水 口水 嘻嘻 ！ A ： 哈哈 ， 我 也 是
Q：我特喜欢看各个城市老太太们跳广场舞    A：我也很喜欢。,3,Q ： 我特 喜欢 看 各个 城市 老太太 们 跳 广场 舞 A ： 我 也 很 喜欢 。
Q：我要的爱，无非就是你一直在。    A：我爱你,3,Q ： 我要 的 爱 ， 无非 就是 你 一直 在 。 A ： 我爱你
Q：无言结局，有可奈何，曲终人散，谁的过错。    A：我哭了,4,Q ： 无言 结局 ， 有 可 奈何 ， 曲终人散 ， 谁 的 过错 。 A ： 我 哭 了
Q：五一劳动节获得了特别礼物，淡定地得瑟一下下，嘿嘿。    A：哈哈，我也是,2,Q ： 五一劳动节 获得 了 特别 礼物 ， 淡定 地得瑟 一下下 ， 嘿嘿 。 A ： 哈哈 ， 我 也 是
Q：午后的台中，气候宜人，晒晒太阳，难得清净悠闲一会儿。    A：哈哈，我也喜欢,3,Q ： 午后 的 台 中 ， 气候宜人 ， 晒 晒太阳 ， 难得 清净 悠闲 一会儿 。 A ： 哈哈 ， 我 也 喜欢
Q：心累了，不如出去走走。    A：我也想去,4,Q ： 心累 了 ， 不如 出去 走走 。 A ： 我 也 想 去
Q：训练结束，冬至啦！回家吃老妈给包的饺子去喽?    A：哈哈，我也是,2,Q ： 训练 结束 ， 冬至 啦 ！ 回家 吃 老妈 给 包 的 饺子 去 喽  ? A ： 哈哈 ， 我 也 是
Q：阳光太好让人满心欢喜    A：我也喜欢,3,Q ： 阳光 太好 让 人 满心欢喜 A ： 我 也 喜欢
Q：夜逛三里屯，各种体验一下下哈哈。    A：哈哈，我也是,2,Q ： 夜逛 三里屯 ， 各种 体验 一下下 哈哈 。 A ： 哈哈 ， 我 也 是
Q：一想到今天其实是周三伪装成的周五。那个心痛啊！    A：我也是,4,Q ： 一 想到 今天 其实 是 周三 伪装成 的 周五 。 那个 心痛 啊 ！ A ： 我 也 是
Q：意大利的小巷，充塞其中的是浓郁的咖啡香。    A：哈哈，我也喜欢,3,Q ： 意大利 的 小巷 ， 充塞 其中 的 是 浓郁 的 咖啡 香 。 A ： 哈哈 ， 我 也 喜欢
Q：萤火虫之夏。真的好美！    A：哈哈，我也喜欢,3,Q ： 萤火虫 之夏 。 真的 好美 ！ A ： 哈哈 ， 我 也 喜欢
Q：赢了。明天终于回家了，可以吃美味的家乡料理了，呵呵！    A：哈哈，我也是,2,Q ： 赢 了 。 明天 终于 回家 了 ， 可以 吃 美味 的 家乡 料理 了 ， 呵呵 ！ A ： 哈哈 ， 我 也 是
Q：忧愁，无法入睡，革命在低谷。    A：我也是,4,Q ： 忧愁 ， 无法 入睡 ， 革命 在 低谷 。 A ： 我 也 是
Q：有年头没见到这么精彩的广告了-_-o    A：哈哈，我也是。,3,Q ： 有 年头 没 见到 这么 精彩 的 广告 了 -_- o A ： 哈哈 ， 我 也 是 。
Q：有时候讨厌一个人不是因为他多坏，而是因为他是个傻逼。    A：我也觉得。,1,Q ： 有时候 讨厌 一个 人 不是 因为 他 多坏 ， 而是 因为 他 是 个 傻 逼 。 A ： 我 也 觉得 。
Q：有时会觉得自然界神秘美丽得可怕。    A：我觉得很美,3,Q ： 有时 会 觉得 自然界 神秘 美丽 得 可怕 。 A ： 我 觉得 很 美
Q：有些事，想多了头疼，想通了心疼。    A：我也是,4,Q ： 有些 事 ， 想 多 了 头疼 ， 想通 了 心疼 。 A ： 我 也 是
Q：元芳，今天的阳光这么明媚，你有什么看法？    A：我也觉得,3,Q ： 元芳 ， 今天 的 阳光 这么 明媚 ， 你 有 什么 看法 ？ A ： 我 也 觉得
Q：仔仔在签名呢老开心啦，看着仔仔这么有出息我心里很是欣慰啊！    A：我也很开心。,2,Q ： 仔仔 在 签名 呢 老 开心 啦 ， 看着 仔仔 这么 有 出息 我 心里 很 是 欣慰 啊 ！ A ： 我 也 很 开心 。
Q：这家伙的父母有点懒得过分了    A：我也觉得,1,Q ： 这 家伙 的 父母 有点 懒得 过分 了 A ： 我 也 觉得
Q：这款之前帮诚品书店设计的公仔。自己就比较满意。呵呵。    A：谢谢！,2,Q ： 这 款 之前 帮诚品 书店 设计 的 公仔 。 自己 就 比较满意 。 呵呵 。 A ： 谢谢 ！
Q：这些蛋糕真的可以吃么，精美得媲美艺术品了。    A：哈哈，谢谢！,3,Q ： 这些 蛋糕 真的 可以 吃 么 ， 精美 得 媲美 艺术品 了 。 A ： 哈哈 ， 谢谢 ！
Q：这真可谓融合古今，结合中外啊。    A：哈哈，是的,3,Q ： 这真 可谓 融合 古今 ， 结合 中外 啊 。 A ： 哈哈 ， 是 的
Q：终于可以坐下来吃顿饭了，幸福。    A：哈哈，我也是,2,Q ： 终于 可以 坐下 来 吃 顿饭 了 ， 幸福 。 A ： 哈哈 ， 我 也 是
Q：终于亲眼看到了，成都果然可爱    A：哈哈，我也是,2,Q ： 终于 亲眼看到 了 ， 成都 果然 可爱 A ： 哈哈 ， 我 也 是
Q：终于投进篮了，好的开始，慢慢找状态    A：哈哈，我也是,2,Q ： 终于 投进 篮 了 ， 好的开始 ， 慢慢 找 状态 A ： 哈哈 ， 我 也 是
Q：终于找到了一张小时候的照片嘿嘿    A：哈哈，我也是,2,Q ： 终于 找到 了 一张 小时候 的 照片 嘿嘿 A ： 哈哈 ， 我 也 是
Q：主动久了会很累，在乎久了会崩溃。    A：我也觉得我也很累,4,Q ： 主动 久 了 会 很 累 ， 在乎 久 了 会 崩溃 。 A ： 我 也 觉得 我 也 很 累
Q：主银你去忙吧！我自己也能玩很开心！    A：我也很开心。,2,Q ： 主银 你 去 忙 吧 ！ 我 自己 也 能 玩 很 开心 ！ A ： 我 也 很 开心 。
Q：最近两天好开心好幸福啊！    A：我也是。,2,Q ： 最近 两天 好开心 好 幸福 啊 ！ A ： 我 也 是 。
Q：最冷的笑话是，当你已经知道真相，他却当着你的面撒谎。    A：我也觉得。,1,Q ： 最冷 的 笑话 是 ， 当 你 已经 知道 真相 ， 他 却 当着 你 的 面 撒谎 。 A ： 我 也 觉得 。
Q：昨晚舟一回家。看到儿时的小辫子好高兴。    A：哈哈，我也是,2,Q ： 昨晚 舟 一 回家 。 看到 儿时 的 小辫子 好 高兴 。 A ： 哈哈 ， 我 也 是
Q：HoHo。入手。值得高兴一整年。    A：哈哈哈介个~~,2,Q ： HoHo 。 入手 。 值得 高兴 一 整年 。 A ： 哈哈哈 介个 ~ ~
Q：HoHo。入手。值得高兴一整年。    A：期待。。。有木有,3,Q ： HoHo 。 入手 。 值得 高兴 一 整年 。 A ： 期待 。 。 。 有木有
Q：iOS7，越用越喜欢。挺好的    A：谢谢支持！,3,Q ： iOS7 ， 越用 越 喜欢 。 挺 好 的 A ： 谢谢 支持 ！
Q：唉。我好失望我好失望    A：可怜的娃。。。,4,Q ： 唉 。 我 好 失望 我 好 失望 A ： 可怜 的 娃 。 。 。
Q：爱狗还会做饭的男人，最帅了！    A：谢谢支持！,3,Q ： 爱狗 还 会 做饭 的 男人 ， 最帅 了 ！ A ： 谢谢 支持 ！
Q：把车改成这样。你们的眼里还有警察叔叔吗？    A：你管我！！,0,Q ： 把 车 改成 这样 。 你们 的 眼里 还有 警察 叔叔 吗 ？ A ： 你 管 我 ！ ！
Q：爸爸，明天是六一啦，带我出去玩吧！    A：恩，好的。低调低调。,3,Q ： 爸爸 ， 明天 是 六一 啦 ， 带 我 出去 玩吧 ！ A ： 恩 ， 好 的 。 低调 低调 。
Q：悲哀到尘埃里，然后开出花来。    A：可怜的娃,4,Q ： 悲哀 到 尘埃 里 ， 然后 开出 花来 。 A ： 可怜 的 娃
Q：悲哀的不是我们活的都很累，悲哀的是我们以为这就是人生。    A：可怜的娃。。。,4,Q ： 悲哀 的 不是 我们 活 的 都 很 累 ， 悲哀 的 是 我们 以为 这 就是 人生 。 A ： 可怜 的 娃 。 。 。
Q：被特别在乎的人忽略，会很难过，而装做不在乎，会更难过。    A：是啊，可怜的娃,4,Q ： 被 特别 在乎 的 人 忽略 ， 会 很 难过 ， 而 装做 不在乎 ， 会 更 难过 。 A ： 是 啊 ， 可怜 的 娃
Q：本来想学一把沧桑，结果令我更忧伤。    A：可怜的娃,4,Q ： 本来 想 学 一把 沧桑 ， 结果 令 我 更 忧伤 。 A ： 可怜 的 娃
Q：比等待更难受的是，你连自己在等什么都不知道。    A：哈哈哈...,2,Q ： 比 等待 更 难受 的 是 ， 你 连 自己 在 等 什么 都 不 知道 。 A ： 哈哈哈 ...
Q：比等待更难受的是，你连自己在等什么都不知道。    A：可怜的娃。。。,4,Q ： 比 等待 更 难受 的 是 ， 你 连 自己 在 等 什么 都 不 知道 。 A ： 可怜 的 娃 。 。 。
Q：别人再好，关我什么事；我再不好，关别人什么事。    A：可怜的娃。。。,4,Q ： 别人 再 好 ， 关 我 什么 事 ； 我 再 不好 ， 关 别人 什么 事 。 A ： 可怜 的 娃 。 。 。
Q：别人再好，关我什么事；我再不好，关别人什么事。    A：你说什么？？？,0,Q ： 别人 再 好 ， 关 我 什么 事 ； 我 再 不好 ， 关 别人 什么 事 。 A ： 你 说 什么 ？ ？ ？
Q：不要太把一个人放在心上因为在那个人的心里你或许什么都不是    A：可怜的娃。。。,4,Q ： 不要 太 把 一个 人 放在心上 因为 在 那个 人 的 心里 你 或许 什么 都 不是 A ： 可怜 的 娃 。 。 。
Q：不要太把一个人放在心上因为在那个人的心里你或许什么都不是    A：你说的是什么啊？祝你菌的！,0,Q ： 不要 太 把 一个 人 放在心上 因为 在 那个 人 的 心里 你 或许 什么 都 不是 A ： 你 说 的 是 什么 啊 ？ 祝 你 菌 的 ！
Q：赤裸裸的胁迫，朝谁报警去？    A：可怜的法庭…,4,Q ： 赤裸裸 的 胁迫 ， 朝 谁 报警 去 ？ A ： 可怜 的 法庭 …
Q：赤裸裸的胁迫，朝谁报警去？    A：是啊！我去的啊！你们都欺负我！,0,Q ： 赤裸裸 的 胁迫 ， 朝 谁 报警 去 ？ A ： 是 啊 ！ 我 去 的 啊 ！ 你们 都 欺负 我 ！
Q：春节啦！庆祝一下！热闹热闹！哈哈！    A：哈哈哈。。。,2,Q ： 春节 啦 ！ 庆祝 一下 ！ 热闹 热闹 ！ 哈哈 ！ A ： 哈哈哈 。 。 。
Q：此时此刻真的好无奈。    A：哎。。。,4,Q ： 此时此刻 真的 好 无奈 。 A ： 哎 。 。 。
